,BA1,BA2,BA3,BA4,BA5,BA6,BA7,BA8,BE1,BE2,BE3,BE4,BE5,BE6,BE7,BE8,CA1,CA2,CA3,CA4,CA5,DE1,DE2,EA1,HE1,HE2,HE3,IR1,IR2,IR3,IR4,MA1,MA2,MA3,MA4,MI1,MI2,MI3,MI4,MI5,MI6,NO1,NO2,OA1,OA2,OA3,OA4,OA5,OA6,OA7,OA8,OA9,OA10,OA11,OA12,OA13,OA14,OA15,OA16,OT1,OT2,OT3,OT4,OT5,OT6,OT7,OU1,OU2,OU3,OU4,OU5,OU6,OU7,OU8,OU9,OU10,OU11,OU12,OU13,OU14,OU15,OU16,OU17,OU18,OU19,OU20,OU21,OU22,OU24,OU25,OU26,OU27,OU28,OU29,RA1,RA2,RO1,RO2,RO3,RO4,RO5,RO6,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,SA11,SA12,SO1,SO2,STC9,STC10,STC12,STD5,STD6,STD7,STD8,STD9,STD10,STD11,STE3,STE4,STE5,STE6,STE7,STE9,STE10,STF2,STF3,STF4,STF5,STF7,STF9,STG2,STG3,STG4,STG6,STG7,STG9,STH4,YO1,YO2,OU23,ST1,ST2,ST3,ST4,ST5,ST6
BE3,19663.40992,18623.40423,18738.11364,17716.21835,17841.83759,16752.52969,16849.82785,15850.39588,984.6498837,986.6763094,0,1008.083202,1403.785426,1016.534168,1412.300639,1988.390804,15261.61235,15271.36085,15281.37484,14422.8989,14569.72117,6473.899744,7481.696644,22591.19805,14983.58275,15336.57073,14411.33761,10825.92489,11263.91186,10445.83066,11444.66871,9140.935766,9247.346636,8735.375511,9630.851173,24920.29455,25768.64087,24356.06208,25176.18261,26054.93389,26377.44231,13980.75705,14684.53048,10624.66158,11158.3862,9632.132825,9879.855104,10225.94466,8504.342385,8654.71686,9005.007475,9292.359419,7473.618299,7514.723133,7669.592841,7990.448677,6525.636278,6663.849243,7065.78786,4759.020639,5640.058788,4317.394273,5233.823531,6142.84954,5024.870931,6029.427293,23073.76616,24101.06978,23102.87224,24100.80289,25114.22725,24152.53529,25156.88389,26148.15115,23234.43007,24223.31401,26216.47152,23347.73649,24349.45433,25342.8516,26335.12884,24508.91366,25518.59048,26498.6269,23744.48725,24796.86795,25685.57941,26731.71589,25909.53834,26881.56585,27853.89288,26176.63481,27140.6452,28113.47152,5452.079138,4743.740967,5455.921788,5775.5752,6696.223944,6250.433639,7115.052272,8135.603842,16577.89267,15648.41398,14745.07869,17236.5961,16275.76193,15310.52988,14365.1912,17014.37455,16051.55599,15057.15531,13983.59847,13883.77962,8721.94091,9014.791338,17067.00971,17871.82886,19810.64069,13647.04796,14583.70761,15468.63638,16385.72232,17330.46271,18243.74749,19194.44156,12448.97691,13301.19624,14130.32711,15006.95293,15893.01228,17691.56594,18592.05519,12299.45626,13189.13983,13913.84507,14712.52901,16398.59865,18193.43149,13072.30758,13772.85697,14494.77687,16125.01269,16923.44782,18793.40198,15174.23486,8492.500333,9183.275685,25241.17365,14521.71645,15527.07791,16793.21144,17274.20229,18772.53676,13842.72499
BE4,19650.15639,18601.469,18672.14414,17648.64364,17717.30283,16679.43284,16718.95538,15711.12813,1373.052153,1994.492896,1008.083202,0,2244.938911,1456.794187,1020.264782,2208.411458,14254.90287,14263.40414,14276.7864,13428.11543,13588.73245,6219.550051,7271.299678,23524.97057,14660.10861,14951.91798,14006.00904,9830.46749,10265.95467,9439.587758,10437.89049,8425.994233,8430.1913,7862.605049,8732.727111,24102.15512,24938.23851,23519.77014,24327.12691,25193.76653,25490.1146,13084.4989,13812.70838,10437.14959,10796.43672,9431.996511,9580.676288,9834.673565,8400.33658,8435.600028,8662.090491,8866.807102,7503.31245,7408.023385,7430.984605,7631.210206,6412.452598,6399.175615,6662.661359,3944.318486,4763.538935,3394.924914,4281.109504,5173.894901,4024.229418,5026.065471,22065.73749,23093.02479,22095.39446,23093.26571,24106.68393,23147.32276,24151.39481,25142.55698,22233.85531,23222.22954,25214.46499,22353.4988,23354.20442,24346.75375,25338.12717,23521.46532,24529.25666,25508.26933,22767.79094,23817.9079,24704.45695,25749.09222,24938.2119,25907.71832,26877.70042,25216.07724,26177.03185,27146.84139,6090.302218,5355.151057,4490.581946,4879.095592,5769.319297,5437.42813,6253.307837,7275.063506,17525.86866,16589.65793,15677.03761,18206.82786,17241.24228,16271.42436,15319.76667,17998.2318,17032.5557,16034.46279,14953.81769,14873.00301,7752.764798,8084.28504,16112.9183,16909.65451,18839.6947,12758.27413,13677.30951,14551.32055,15457.39386,16392.52327,17298.86762,18247.31088,11645.27901,12467.23129,13275.25937,14130.20077,15002.18115,16775.37319,17668.4734,11565.92028,12420.68612,13116.44553,13888.90094,15533.35843,17299.02995,12382.77652,13043.1125,13731.0432,15309.36595,16087.35172,17922.12869,14446.47228,9399.42478,10140.85937,24239.66673,13827.48975,14679.50064,15887.69245,16392.67759,17806.06934,13191.06722
BE5,20691.7381,19662.23894,19815.84289,18797.85791,18970.68433,17841.52543,17986.14524,16995.98526,2223.117703,999.1277768,1403.785426,2244.938911,0,983.4243809,1995.982411,1475.1787,16352.82838,16304.25827,16252.22903,15318.18913,15391.96139,6028.059083,6942.478962,22060.21521,16257.48959,16643.7694,15730.40671,12004.69464,12430.32738,11553.45681,12542.10737,10544.55508,10634.30146,10096.91722,10975.25202,26309.69727,27153.75833,25738.75115,26553.2395,27425.79246,27731.4888,14525.68898,15162.76948,11825.58989,12462.48849,10847.09833,11154.53655,11547.22375,9660.049616,9888.173561,10307.02988,10631.73628,8534.444433,8682.353875,8922.17877,9305.28062,7710.125441,7939.802897,8404.709502,6142.255946,6997.182439,5639.392297,6521.855189,7403.556405,6200.511491,7182.183433,24120.71565,25145.7328,24108.52265,25107.23563,26120.03659,25118.12898,26125.23715,27117.13603,24154.42775,25146.54374,27145.99604,24222.2243,25229.28783,26227.27244,27224.81057,25342.60301,26361.43146,27346.23197,24526.66141,25587.96771,26485.80666,27538.07452,26665.38418,27647.10123,28628.77079,26888.83081,27863.49636,28847.26086,5820.864888,5194.608528,6301.391754,6427.62481,7401.796447,6708.933103,7653.277508,8651.002621,16011.67479,15111.92603,14247.03832,16572.77269,15637.27035,14696.28381,13782.25425,16280.72626,15337.05235,14366.16701,13332.94824,13128.9881,9530.2003,9694.785588,18346.73636,19137.01026,21057.16845,14999.2077,15921.69817,16796.2492,17701.32786,18634.06742,19537.60892,20484.83703,13841.09951,14683.45002,15503.2321,16367.55696,17243.87992,19020.30665,19912.9584,13702.60009,14588.82344,15307.92885,16098.95437,17766.38029,19541.70258,14475.53087,15176.2908,15895.3265,17514.34738,18305.49523,20157.8711,16577.80457,8140.436207,8629.448678,26167.07969,15925.05545,16903.88052,18132.07636,18631.8854,20028.99012,15242.38147
BE6,20679.93876,19639.85234,19753.08793,18731.02057,18851.85468,17766.90366,17858.94652,16858.27513,2001.126458,1414.681486,1016.534168,1456.794187,983.4243809,0,1013.098705,975.4237226,15382.22943,15325.58636,15269.41845,14335.36145,14413.5637,5536.958738,6521.754458,22968.27726,15950.74302,16282.59207,15348.75247,11059.49677,11480.53081,10588.62987,11574.43137,9881.105927,9879.218136,9290.703381,10142.60401,25546.32998,26377.98787,24957.38048,25758.84541,26618.91886,26897.70676,13594.88226,14250.18558,11622.9692,12110.24428,10627.28443,10850.95375,11165.94602,9513.554504,9644.95035,9961.253017,10217.22349,8490.149739,8522.794516,8654.051305,8939.507992,7531.726004,7639.836928,7996.336142,5398.495803,6196.931755,4805.890994,5650.520039,6508.128051,5267.902264,6237.10823,23142.43436,24167.12042,23126.82264,24125.53021,25138.24683,24134.86812,25142.01187,26133.90817,23171.30592,24163.37113,26162.73499,23241.01426,24247.82145,25245.60067,26242.90652,24364.57705,25382.67647,26367.14459,23554.16027,24614.49301,25511.34954,26563.02034,25696.711,26677.17441,27657.67792,25927.06033,26900.07531,27882.19323,6290.733146,5609.657742,5318.262825,5462.639212,6431.15638,5786.46885,6714.055006,7719.777122,16926.88605,16018.07058,15140.95373,17513.15032,16571.13799,15623.48402,14700.47382,17235.85254,16287.92184,15311.49988,14268.25882,14086.62017,8550.826864,8731.223853,17445.99489,18226.51538,20135.26232,14170.4097,15074.08667,15936.52868,16829.23492,17750.94062,18646.28123,19590.43897,13095.86738,13908.82069,14707.48367,15549.66283,16411.12412,18160.11712,19044.40406,13022.59401,13876.33754,14567.91066,15333.4257,16959.0538,18703.82131,13835.88997,14499.73945,15186.9407,16755.87273,17526.72603,19343.2116,15903.08918,8974.147103,9532.456045,25183.8706,15281.45115,16114.56105,17283.61555,17807.66873,19112.94548,14637.62019
BE7,20669.52769,19621.11571,19692.37683,18668.87612,18735.51517,17699.62798,17736.87014,16728.59373,2207.358192,2227.317641,1412.300639,1020.264782,1995.982411,1013.098705,0,1343.092291,14376.95311,14314.12204,14256.37507,13325.97571,13412.8736,5225.470879,6268.791094,23891.9523,15647.33007,15920.53421,14968.29783,10079.70322,10495.7985,9589.304622,10572.20111,9219.690707,9113.843779,8469.431111,9288.172026,24745.911,25564.31013,24138.72218,24926.33571,25773.19681,26024.41865,12662.32893,13341.06754,11451.85529,11776.74643,10445.93182,10578.48771,10807.50467,9420.519741,9448.098523,9651.048477,9830.036916,8516.323622,8428.25839,8442.073825,8618.106913,7432.709454,7408.201406,7639.926677,4688.03991,5403.481108,3987.337087,4771.829591,5593.562089,4312.206817,5262.876822,22131.11178,23155.58619,22113.8266,23112.53184,24125.22708,23122.18235,24129.27102,25121.17082,22160.94259,23152.83508,25151.86975,22234.92033,23241.22046,24238.58408,25235.41321,23363.89906,24380.7873,25364.68316,22561.90396,23620.74675,24516.10521,25566.83941,24709.771,25688.40874,26667.20648,24949.56432,25920.26483,26900.07254,6852.094286,6135.520329,4308.517427,4490.249916,5446.919647,4883.324321,5780.50214,6795.316684,17860.42528,16942.79081,16053.86686,18472.87368,17524.29497,16570.09688,15638.3624,18211.61294,17259.28107,16277.24558,15223.95799,15065.94195,7549.355238,7756.210836,16508.49767,17278.71981,19175.38632,13311.80186,14194.12744,15042.8331,15921.80121,16831.42191,17717.83557,18658.42502,12330.35484,13109.34481,13883.67885,14700.85136,15545.48728,17264.14211,18139.18363,12328.77102,13144.56306,13804.6147,14541.12054,16119.77798,17830.71739,13183.50767,13805.37771,14456.5141,15968.85986,16717.07599,18493.87958,15207.37078,9839.355793,10460.76486,24173.20278,14620.67858,15295.52727,16400.58221,16949.662,18159.22707,14020.55404
BE8,21648.33659,20607.14065,20714.52005,19692.03328,19802.85328,18726.87321,18808.47329,17805.84256,2971.247329,2268.549019,1988.390804,2208.411458,1475.1787,975.4237226,1343.092291,0,15444.31782,15324.23697,15204.79205,14202.25309,14214.08119,4618.645304,5579.183598,23468.5475,16845.05944,17152.5047,16209.79282,11253.41326,11655.28639,10700.13688,11665.82944,10557.86916,10454.92217,9799.66705,10604.74879,26077.16073,26891.33568,25464.19595,26246.25423,27086.88721,27322.09094,13177.59461,13783.48637,12557.87997,12990.14194,11558.60763,11753.51415,12034.26685,10464.99283,10570.87772,10848.60233,11071.38316,9459.077997,9472.902215,9574.18803,9821.030766,8479.567673,8552.072042,8861.457315,6029.301034,6743.008027,5324.653805,6085.515559,6879.173439,5559.770179,6470.716142,23133.53452,24153.92678,23075.032,24072.74634,25083.16289,24041.44359,25049.65787,26040.69602,23036.04674,24029.45215,26031.70989,23063.97446,24073.94307,25074.35454,26075.0257,24149.79401,25174.37284,26161.67973,23296.90691,24363.12101,25266.40397,26321.89995,25414.85545,26402.02199,27389.06824,25610.07637,26590.37352,27580.11357,7187.609471,6524.876496,5250.581966,5213.940537,6205.521668,5371.708358,6344.664459,7318.97847,17414.35871,16525.78547,15673.58031,17935.89323,17012.99173,16083.51234,15182.85369,17610.51699,16678.65353,15721.33803,14708.45917,14455.62673,8381.910296,8449.482772,17749.08577,18504.04191,20379.14124,14622.91151,15491.75234,16329.76173,17196.30083,18093.23209,18968.95654,19904.59088,13670.64329,14443.08147,15209.80871,16016.17865,16851.3952,18547.87988,19414.4007,13671.02696,14487.43963,15144.92583,15876.15832,17438.90335,19130.95397,14521.50784,15147.79161,15799.37979,17304.75116,18046.95466,19807.46136,16549.94398,9605.991226,10053.58216,25050.86432,15960.07955,16622.79601,17694.73868,18259.26024,19374.44661,15352.41231
CA1,23792.30652,22877.93699,22419.38377,21636.37391,21018.44358,20870.88988,20234.45677,19449.35256,15193.84544,16245.08561,15261.61235,14254.90287,16352.82838,15382.22943,14376.95311,15444.31782,0,1003.927118,1998.612064,3182.807571,4141.935022,14834.81213,15416.71561,36954.52217,16597.44361,15970.82187,15200.82791,4619.648156,4149.781768,4816.58959,3817.022986,10084.34756,8757.682308,8273.144932,7384.071937,14495.20862,14926.18077,13594.85667,13976.5941,14443.2505,14089.09404,7468.016652,8279.169478,15962.76155,14358.04201,15436.25235,14589.24686,13756.07042,15823.13603,14933.72787,13938.15255,13206.25455,16390.0359,15445.11167,14512.9865,13613.77888,15103.90359,14142.43108,13196.16211,11360.92146,10370.4517,11236.03639,10271.37741,9332.494218,10249.45366,9239.345148,7848.642988,8875.965406,7999.543403,8980.206781,9984.127029,9205.497884,10173.92634,11144.37321,8589.446266,9511.164022,11401.7402,9025.387442,9921.431244,10831.30531,11747.9903,10419.98787,11291.29051,12183.63306,10165.57205,11035.1963,11776.92811,12705.74645,12351.29779,13166.99362,14002.27086,12975.41443,13761.94094,14571.77361,18756.55791,18090.43819,10214.43517,10498.63678,9562.90803,10874.02553,9965.746934,9454.703186,31181.31609,30204.99714,29235.77292,32049.95092,31053.44665,30057.63347,29069.16586,31968.94736,30984.98683,29963.9859,28836.63381,28916.56367,7462.395646,7956.230435,4684.395651,4792.374492,5882.324977,6274.363422,5780.277098,5557.190245,5434.451439,5490.034569,5750.916551,6318.544183,8279.613382,7642.696772,7192.76774,6741.041837,6547.954772,6482.045157,6758.162702,9567.984079,9010.836961,8516.498668,8071.125922,7490.793822,7481.827212,10429.16941,9855.577482,9356.088718,8699.950033,8511.822522,8535.595818,10300.57535,23000.35897,24021.41771,10475.42722,10725.96206,7678.092061,6408.22222,7392.583484,5237.786973,11266.82766
CA2,24612.32684,23685.06872,23243.94325,22444.02207,21847.71496,21662.06227,21046.89677,20243.07107,15268.32094,16257.897,15271.36085,14263.40414,16304.25827,15325.58636,14314.12204,15324.23697,1003.927118,0,995.745247,2263.966965,3189.347594,14421.0441,14947.08408,37209.02712,17425.39269,16825.62128,16034.88179,4931.464919,4467.493183,4912.207491,3918.816691,10678.53663,9324.507382,8754.534247,7918.553911,15428.16775,15835.48178,14519.79652,14874.46066,15310.43613,14907.0632,6554.188757,7334.206633,16604.71335,15058.20544,16036.49293,15217.84397,14415.8418,16353.53513,15488.58929,14526.6297,13818.83348,16849.47961,15925.95068,15016.31516,14144.61065,15531.28835,14587.53938,13669.38187,11586.94956,10616.09346,11376.2857,10422.49894,9496.768431,10303.87936,9295.283515,7817.053751,8841.539231,7839.286999,8835.398886,9848.334243,8952.139538,9944.101862,10929.40526,8200.94026,9156.553673,11100.10656,8539.324771,9476.412831,10420.06291,11367.47422,9892.289285,10806.4096,11728.99848,9529.989763,10445.72354,11225.34914,12187.9295,11740.18426,12591.93254,13460.25638,12314.39275,13135.87951,13979.23069,19005.54287,18322.64756,10073.87319,10264.6853,9300.710019,10552.11692,9608.930935,9014.605415,31385.64791,30414.05631,29451.70312,32218.86044,31227.17247,30234.65377,29251.10671,32107.21066,31126.54642,30109.51349,28990.75106,29030.38361,7140.258108,7519.952911,5665.670868,5721.634771,6654.316307,7176.09037,6737.299818,6549.099946,6438.304147,6476.815677,6697.534768,7217.588264,9103.807381,8521.382584,8119.527098,7709.775672,7543.415833,7473.374509,7720.846186,10380.49445,9876.851564,9423.370306,9017.385819,8489.244732,8474.119554,11277.46377,10743.56463,10280.94186,9684.607448,9511.593212,9528.064527,11240.27919,23185.21889,24163.06949,10148.74291,11636.03347,8656.197793,7412.010528,8396.237938,6097.427781,12141.57417
CA3,25401.41855,24461.69523,24038.4737,23222.04028,22647.94632,22424.17118,21830.81382,21008.99572,15342.37073,16266.99253,15281.37484,14276.7864,16252.22903,15269.41845,14256.37507,15204.79205,1998.612064,995.745247,0,1421.759041,2258.387086,14008.85435,14475.926,37423.69687,18228.19762,17655.68883,16845.33956,5354.522992,4912.341565,5139.574598,4198.927778,11275.96565,9905.254993,9261.591336,8482.330911,16381.82698,16771.42999,15468.00783,15802.32294,16214.40585,15772.54791,5647.000547,6390.294669,17227.18537,15740.33378,16619.91236,15830.69691,15060.76654,16868.57836,16029.66826,15102.89491,14420.39438,17294.35046,16394.23196,15509.17083,14666.86878,15949.07908,15025.78512,14138.22756,11829.3043,10884.64557,11536.81315,10601.34056,9697.264222,10389.30282,9392.544835,7976.107477,8983.536405,7870.358,8867.957699,9878.519225,8872.068238,9877.532399,10869.24201,7986.851131,8967.154529,10948.66532,8213.009315,9185.475577,10157.35912,11130.49519,9505.583445,10460.18087,11409.59908,9022.568872,9984.752901,10802.0578,11796.50532,11246.64328,12134.74817,13035.80595,11760.96224,12618.84135,13496.53614,19238.90398,18541.36321,9967.401617,10061.70494,9078.463934,10256.50069,9285.655934,8610.048132,31555.21649,30589.29247,29634.78262,32352.47935,31366.52908,30378.29914,29400.70951,32210.52388,31234.09262,30222.05886,29113.06724,29112.70042,6886.382329,7138.249169,6654.474025,6682.284311,7507.707357,8068.919816,7680.673444,7526.244664,7432.794707,7467.797367,7666.611913,8155.780196,9920.00854,9389.079316,9032.183888,8662.559583,8523.948671,8466.132978,8698.382906,11181.56812,10729.03603,10314.7147,9946.725898,9473.130493,9467.156134,12109.64444,11614.44701,11187.8299,10652.02182,10497.04543,10521.07241,12160.45329,23346.3556,24279.77492,9978.974235,12526.66868,9617.356971,8406.673054,9391.150181,7013.553782,12997.29093
CA4,25719.36099,24754.21995,24371.64907,23520.64246,22997.44802,22690.62493,22146.14552,21287.82653,14560.24392,15402.46494,14422.8989,13428.11543,15318.18913,14335.36145,13325.97571,14202.25309,3182.807571,2263.966965,1421.759041,0,987.9490507,12742.00837,13165.81918,36765.47712,18597.86563,18090.68505,17238.30172,5254.704537,4873.962107,4765.479984,3976.560634,11295.57592,9915.798785,9161.463466,8491.4825,17675.35393,18094.2492,16771.74237,17136.16245,17574.18747,17160.77817,4292.839666,5097.651388,17242.51645,15874.20149,16569.79615,15836.93191,15129.78163,16701.91288,15911.10734,15050.10664,14416.49304,17013.28468,16155.06023,15314.89924,14526.48733,15634.16591,14748.6152,13915.81099,11294.97993,10398.43949,10895.36652,9995.823516,9134.644815,9664.648502,8697.926359,9170.63231,10156.41234,8965.139811,9952.628164,10951.62533,9852.011082,10859.7853,11848.8865,8838.09034,9830.954309,11832.19886,8925.401073,9926.559023,10920.47579,11914.26723,10116.34844,11113.17383,12087.56828,9462.755717,10481.47465,11343.83198,12373.00428,11677.27319,12611.99673,13553.62272,12088.511,12997.91159,13922.57365,18642.41483,17928.16634,9017.466508,9005.884035,8013.162569,9106.725286,8117.919455,7375.258067,30846.04126,29888.70957,28945.69631,31597.31037,30619.76309,29638.26744,28669.60695,31418.59534,30448.5493,29443.9957,28348.61694,28299.90887,5822.362592,5940.180401,7855.471762,7969.012428,8899.962666,8735.58756,8497.273278,8474.546846,8506.66194,8651.82999,8933.236955,9477.65303,10379.09628,9974.222146,9739.257756,9499.568592,9480.322601,9632.083951,9939.43503,11592.97428,11261.44581,10949.73086,10693.66002,10441.9197,10627.11482,12582.13222,12184.66958,11857.70314,11530.36807,11469.92726,11678.42143,12862.25505,22642.04711,23517.62004,10852.09538,13141.63445,10477.14414,9477.125008,10461.24255,8361.391014,13519.11861
CA5,26544.20926,25570.00436,25203.38751,24339.92122,23836.48857,23498.09927,22973.22033,22101.76782,14771.69427,15539.48426,14569.72117,13588.73245,15391.96139,14413.5637,13412.8736,14214.08119,4141.935022,3189.347594,2258.387086,987.9490507,0,12437.92745,12788.83626,37032.38595,19449.0687,18964.83154,18099.51589,5996.567751,5650.500673,5385.636745,4701.492126,12025.11018,10649.40996,9849.019976,9235.450552,18617.51199,19020.61032,17708.71957,18055.23152,18472.58163,18026.47982,3389.854826,4144.860847,17949.00569,16637.80271,17246.13207,16542.74708,15866.74891,17317.37344,16554.49879,15729.66844,15121.89849,17563.47441,16732.08815,15919.81592,15163.20328,16169.00023,15308.9929,14510.68186,11712.74778,10855.63857,11240.10879,10374.75622,9552.761771,9957.314021,9025.151909,9524.242589,10478.06185,9218.288455,10185.90517,11165.21938,9988.610152,10989.04967,11968.10231,8876.518369,9867.536558,11867.12626,8852.025607,9862.870469,10864.02766,11865.95525,9951.113239,10969.56106,11954.82742,9182.774352,10229.60143,11116.00742,12162.16859,11368.23699,12328.32984,13292.51866,11706.6989,12644.18306,13595.15768,18982.19946,18257.94342,9120.795734,9000.212825,8009.782409,8990.038613,7989.932277,7164.156814,31079.05718,30129.53073,29196.5854,31792.82456,30823.12308,29848.16807,28887.83347,31584.08338,30620.39709,29623.19249,28540.34732,28451.51108,5863.526814,5809.366073,8824.002238,8910.775495,9761.61453,9687.803517,9473.371075,9461.33129,9492.630956,9624.565265,9883.7276,10402.74641,11276.29707,10905.75015,10696.83194,10476.8553,10467.10491,10608.68465,10899.12069,12472.02069,12176.49665,11890.47226,11656.69977,11428.94952,11605.15782,13477.25883,13107.57914,12804.42272,12510.57866,12456.91218,12657.26833,13814.20468,22891.03737,23718.72561,10886.29177,14074.01976,11456.10226,10463.59739,11447.96321,9268.822066,14426.58526
DE1,25805.57485,24752.12142,24783.11535,23761.11997,23765.72738,22789.70976,22764.16028,21751.15798,7396.729071,6887.114759,6473.899744,6219.550051,6028.059083,5536.958738,5225.470879,4618.645304,14834.81213,14421.0441,14008.85435,12742.00837,12437.92745,0,1076.975462,27321.17612,20397.3627,20541.87797,19560.35929,11574.65064,11849.29412,10698.47837,11470.17265,13145.69378,12585.88069,11687.52301,12209.70642,27428.97633,28139.58909,26702.22305,27371.32388,28098.77196,28108.7896,10430.35673,10770.40918,16461.1329,16523.15593,15453.98268,15455.01994,15524.36231,14532.5706,14450.58984,14483.38028,14512.80175,13711.80926,13548.82966,13442.64646,13456.84213,12561.1013,12406.08651,12449.12549,8876.79625,9157.843486,7902.422589,8196.448782,8582.60943,7266.647699,7713.069512,21909.59754,22886.84266,21652.78393,22623.52466,23602.57325,22405.37066,23398.17636,24366.92698,21229.94215,22208.12471,24185.75089,21066.77061,22070.08022,23063.34877,24061.67404,21960.12687,22995.02751,23978.42248,20933.89874,22006.1799,22922.29623,23977.79119,22905.60296,23907.07024,24908.73294,22944.67437,23942.43368,24951.89357,11806.25204,11139.93035,5661.254744,4847.677166,5531.017557,4106.472392,4899.670088,5407.893965,21286.62139,20461.39462,19681.97111,21623.74333,20766.98405,19900.08269,19071.31771,21163.90604,20293.75027,19406.61895,18494.14972,18050.85177,7403.81772,6901.164769,18179.97178,18782.90079,20432.45928,15913.7378,16572.61478,17254.71997,17958.29748,18700.39334,19449.60844,20313.04238,15597.61649,16136.48543,16712.80826,17309.78151,17982.79681,19359.9725,20110.76481,15957.23786,16554.07105,17015.86673,17548.44561,18742.01673,20116.91465,16958.96503,17372.15639,17820.78469,18954.92424,19529.42107,20956.82938,18719.83358,13912.16345,14131.23115,23213.61724,18311.94091,18096.02396,18651.51297,19394.41157,19545.27179,17910.93575
DE2,26876.3609,25823.32945,25857.36932,24835.20513,24842.16317,23863.83318,23840.60824,22827.64682,8420.026526,7838.638328,7481.696644,7271.299678,6942.478962,6521.754458,6268.791094,5579.183598,15416.71561,14947.08408,14475.926,13165.81918,12788.83626,1076.975462,0,27867.78924,21469.44174,21607.75848,20625.19225,12363.64188,12614.22975,11449.90783,12175.28486,14177.44352,13584.13941,12669.93741,13159.33887,28279.36202,28973.24709,27537.72965,28188.30022,28896.57813,28870.6312,10540.1108,10783.21314,17537.46459,17596.50717,16530.20917,16531.65715,16597.1926,15603.74464,15526.77589,15559.56787,15585.06707,14770.67619,14618.94217,14518.67476,14533.35236,13630.06967,13481.90817,13525.50825,9941.482335,10200.54255,8962.510456,9229.799928,9581.432837,8286.049879,8685.760652,22303.6124,23265.68794,22001.76185,22960.74552,23927.32161,22698.1826,23682.06867,24640.68426,21486.54803,22455.28105,24416.69198,21274.55796,22270.36509,23256.53796,24249.43593,22110.81405,23143.14444,24120.75182,21041.87394,22109.84667,23024.87875,24075.36374,22960.73261,23961.68497,24963.2657,22953.16152,23951.62272,24962.72854,12752.74311,12101.08902,6610.585424,5744.252138,6338.371772,4916.283175,5603.782283,5964.306542,21857.08367,21055.6554,20303.48214,22134.71254,21301.91994,20458.30327,19656.02278,21636.22081,20788.45426,19926.70974,19049.444,18551.69411,8065.818885,7461.090398,18923.31761,19496.86948,21097.02529,16798.82645,17425.2557,18080.87078,18755.78855,19469.29003,20193.70956,21040.46938,16559.70431,17069.95745,17620.37861,18187.18713,18834.41876,20157.44976,20886.39786,16953.43424,17526.51034,17965.41959,18472.6703,19613.58386,20937.06646,17965.49063,18357.44956,18783.62393,19870.56328,20421.47245,21797.37414,19695.3171,14665.13396,14804.35513,23451.45443,19306.67489,18993.03232,19474.46052,20239.60032,20235.87964,18925.37722
EA1,24237.33696,23915.27058,24685.97567,24254.83208,25197.66001,23938.84122,24843.10144,24538.76331,22278.37153,21671.27959,22591.19805,23524.97057,22060.21521,22968.27726,23891.9523,23468.5475,36954.52217,37209.02712,37423.69687,36765.47712,37032.38595,27321.17612,27867.78924,0,26655.42561,27650.39962,27413.03527,32337.11494,32807.44933,32311.31174,33293.57208,27701.13395,28739.3783,28902.4006,29882.91438,41633.68239,42623.90463,41481.40198,42461.19476,43495.54273,44333.52745,36554.25964,37218.12178,23375.40112,25347.07749,23259.65297,24253.35099,25257.35531,22232.35545,23218.53365,24366.42449,25195.57414,21172.87285,22185.30593,23185.83224,24182.59918,22201.87129,23198.03131,24223.73196,25622.07773,26597.19062,25892.36079,26822.43707,27729.89732,27101.28832,28070.78426,44732.63816,45747.58444,44952.67364,45928.08851,46925.65398,46144.40942,47123.24882,48097.68205,45392.47252,46359.46078,48308.92021,45629.32158,46608.3704,47580.63135,48549.45423,46874.05856,47857.36671,48819.98738,46205.84567,47239.41017,48108.3792,49138.29134,48400.24751,49355.56431,50310.30591,48716.19021,49667.64858,50626.05842,18204.41468,18887.91483,28009.80979,28363.32749,29286.24729,28754.71909,29671.76864,30683.75868,6056.75417,6950.247905,7847.937881,5792.014981,6568.205193,7422.627422,8288.304852,6481.309527,7175.534442,7956.865205,8827.092029,9359.290922,31258.08159,31604.44284,37209.33639,38118.19131,40123.79807,33090.0824,34155.58798,35103.55113,36105.76673,37131.52798,38097.30132,39013.8722,30995.56406,32050.18655,33012.38234,34062.05511,35039.64682,37051.36245,37995.54806,30045.54257,31122.08437,32051.7205,33045.39789,35065.53542,37106.76019,30069.8253,31069.30348,32054.64164,34079.59925,35051.81433,37228.7116,32088.08772,14144.78891,13435.82361,47356.79381,31160.15943,34060.81123,36067.88915,36082.2806,39048.73709,30139.64243
